X,Y,OBJECTID,PANTHERID,SEX,AGE,LOCATION,CAUSE,YEAR,Date,PANTHERID2,MORTID,AGE_UNITS,COUNTY,last_edited_date
664981.2969,254317.7484,286,UCFP041,Male,2,"SR 29, Sunniland, near mine entrance",Vehicular trauma,2001,2001/05/22 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
678153.708099999,272202.8061,287,UCFP042,Female,4,"CR 846, 1 mile E of big powerline",Vehicular trauma,2001,2001/06/14 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
699638.258200001,225106.7709,288,UCFP044,Unknown,14, ,Unknown,1996,1996/02/06 00:00:00+00, ,,Days, ,2025/08/22 19:21:02+00
664385.7258,335669.3126,289,UCFP045,Male,3,"US 27, 3.4 miles N of Palmdale",Vehicular trauma,2002,2002/04/05 00:00:00+00, ,,Years,Glades,2025/08/22 19:21:02+00
665254.486099999,231081.5846,290,UCFP046,Male,6,"SR 29, 1/2 mile N of Deep Lake",Vehicular trauma,2002,2002/04/10 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
667270.530900002,271080.7143,291,UCFP048,Female,8.5,"CR 846,  5 miles E of Immokalee",Vehicular trauma,2002,2002/11/11 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
565781.750100002,445439.6481,292,UCFP051,Male,1.5,"I-4, 0.25 miles E of I-75, near Tampa",Vehicular trauma,2003,2003/03/10 00:00:00+00, ,,Years,Hillsborough,2025/08/22 19:21:02+00
685665.675099999,288339.0725,293,UCFP052,Male,2,"CR 833, 2 miles S of CR 832",Vehicular trauma,2003,2003/03/22 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
664762.9003,260454.5864,294,UCFP053,Female,2.5,"SR 29, 1.4 miles N of CR 858",Vehicular trauma,2003,2003/05/26 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
664732.476599999,261257.8409,295,UCFP054,Male,9,"SR 29, 1.7 miles N of CR 858",Vehicular trauma,2003,2003/06/03 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
692191.2885,261405.7798,296,UCFP055,Male,1,BCSIR Safari Pen,Unknown,2003,2003/06/13 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
692515.398800001,260934.465,297,UCFP056,Male,1,BCSIR Safari Pen,Unknown,2003,2003/06/14 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
692388.660799999,261381.5055,298,UCFP057,Female,5,BCSIR Safari Pen,Infectious disease - Pseudorabies,2003,2003/06/16 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
650872.016199999,264781.0559,299,UCFP058,Female,1,"CR 846, 3/4 miles E of Everglades Blvd.",Vehicular trauma,2003,2003/06/30 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
662935.3473,257299.6632,300,UCFP059,Male,3,"CR 858, 1.2 miles W of SR 29",Vehicular trauma,2003,2003/11/02 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
641957.2491,222766.3511,301,UCFP060,Male,2.5,"US 41,  1 mile E of CR 92",Other,2003,2003/12/15 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
686046.982099999,278808.7865,302,UCFP061,Female,2.5,"CR 833, 1.7 miles N of CR 846 intersection",Vehicular trauma,2003,2003/12/25 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
715015.328200001,202120.3286,303,UCFP062,Female,8,"US 41, near 40 Mile Bend",Vehicular trauma,2004,2004/01/11 00:00:00+00, ,,Months,Miami-Dade,2025/08/22 19:21:02+00
634818.6008,241170.5319,304,UCFP063,Male,4.5,"I-75, 99 mm, Ebound lane",Vehicular trauma,2004,2004/02/26 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
664885.0154,249212.9711,305,UCFP065,Male,2,"SR 29, 200 yds. N of Bear Island Grade",Vehicular trauma,2004,2004/04/06 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
644055.750700001,240918.0103,306,UCFP066,Male,3,"I-75, 93 mm,  0.5 miles W of Everglades Blvd.",Vehicular trauma,2004,2004/06/27 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
663514.652600002,247181.9644,307,UCFP067,Female,7,"Appears kitten had been laying at site several hours, grass was matted down from rolling around (kitten too young to walk on own yet). No evidence that mother was laying at site",Unknown,2004,2004/09/02 00:00:00+00, ,,Days,Collier,2025/08/22 19:21:02+00
696573.796599999,212548.4913,308,UCFP068,Female,4.5, ,Unknown,2004,2004/09/30 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
664670.230099998,262302.9294,309,UCFP069,Female,2,2.5mi N of 858 on SR29 west side right of way (grass),Vehicular trauma,2004,2004/10/25 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
664449.908599999,264473.0031,310,UCFP070,Female,1,"SR 29, Owl Hammock Curve",Vehicular trauma,2004,2004/12/01 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
707060.619100001,208404.8065,311,UCFP071,Male,2.5,"US 41, just E of 11 Mile Road",Vehicular trauma,2005,2005/02/04 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
665228.989799999,226556.3969,312,UCFP072,Male,2,"SR 29, near Jerome",Vehicular trauma,2005,2005/02/25 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
630925.471799999,235364.466,313,UCFP073,Male,7,"CR 951, S of Rattlesnake Hammock Road",Vehicular trauma,2005,2005/04/07 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
663232.578600001,630158.9968,314,UCFP074,Male,3,"I-95, St. John's/Flagler Co. line ",Vehicular trauma,2005,2005/06/04 00:00:00+00, ,,Years,Flagler,2025/08/22 19:21:02+00
664465.2949,264456.3333,315,UCFP075,Male,2,"SR 29, Owl Hammock Curve",Vehicular trauma,2005,2005/06/19 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
631689.735800002,229455.1546,316,UCFP076,Male,1,"US 41, 1.4 miles E of CR 951",Vehicular trauma,2005,2005/09/18 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
691585.294,258843.7129,317,UCFP077,Female,2.5,"BCSIR, W of Swamp Safari",Intraspecific aggression,2006,2006/01/15 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
670086.7949,271636.2027,318,UCFP078,Male,9,"CR 846, 1 miles W of CR 858",Vehicular trauma,2006,2006/01/25 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
639610.5196,262485.0595,319,UCFP079,Female,2,"CR 846, 2 miles N of CR 858 - near Collier fairgrounds",Vehicular trauma,2006,2006/01/26 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
761019.491300002,153086.3443,320,UCFP080,Female,1.5,Card Sound Road,Vehicular trauma,2006,2006/02/02 00:00:00+00, ,,Years,Miami-Dade,2025/08/22 19:21:02+00
618580.274,295088.3213,321,UCFP081,Male,2,"I-75, between exits 137-138, Lee County",Vehicular trauma,2006,2006/02/27 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
654294.064800002,296879.157,322,UCFP082,Male, ,"0.2 miles W of SR 29 Hendry County. Remains found in ditch near wildlife feeder; abundant hog sign",Unknown,2006,2006/02/27 00:00:00+00, ,, ,Lee,2025/08/22 19:21:02+00
626747.560199998,271579.9612,323,UCFP083,Male,3,"CREW, 1 mile S of Corkscrew Rd., Flint Pen Strand, found during prescribed burn",Intraspecific aggression,2006,2006/03/14 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
636704.9734,478785.1172,324,UCFP084,Male,3.5,"I-4, SW of Orlando",Vehicular trauma,2006,2006/04/14 00:00:00+00, ,,Years,Osceola,2025/08/22 19:21:02+00
675636.559799999,291849.2474,325,UCFP085,Male,3.5,"CR 832, 3 miles E of OSSF SF",Vehicular trauma,2006,2006/06/05 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
665033.185199998,253452.8841,326,UCFP086,Unknown, ,"SR 29, 0.6 miles S of Sunniland",Vehicular trauma,2006,2006/07/07 00:00:00+00, ,, ,Collier,2025/08/22 19:21:02+00
629357.875100002,274214.2723,327,UCFP087,Male,3,Corkscrew Rd. near Alico,Vehicular trauma,2006,2006/08/24 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
631317.941,229920.3031,328,UCFP088,Female,2,"US 41, between Manatee Rd and CR951",Vehicular trauma,2006,2006/11/26 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
671739.479499999,268684.7388,329,UCFP089,Male,4,"County Line Road, Collier/Hendry",Vehicular trauma,2006,2006/12/12 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
662344.397300001,291293.2371,330,UCFP090,Female,5,"CR 832, 1mile W of Forestry tower",Vehicular trauma,2007,2007/01/24 00:00:00+00, ,,Months,Hendry,2025/08/22 19:21:02+00
664302.668400001,291141.1896,331,UCFP091,Male,5,"CR 832, W of Keri tower, OSSF",Vehicular trauma,2007,2007/03/09 00:00:00+00, ,,Months,Hendry,2025/08/22 19:21:02+00
661815.956099998,215358.3716,332,UCFP092,Male,1.5,"US 41, 1.2 miles W of SR 29",Vehicular trauma,2007,2007/03/29 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
620810.152899999,273020.7768,333,UCFP093,Male,2,"I-75, 0.5 miles N Corkscrew Road",Vehicular trauma,2007,2007/03/30 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
636463.073899999,241160.0191,334,UCFP094,Male,2.5,"I-75, 2 miles E of toll booth 98mm",Vehicular trauma,2007,2007/04/03 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
650924.800500002,423151.3103,335,UCFP095,Male,2.5,Walk-in-Water road,Vehicular trauma,2007,2007/04/17 00:00:00+00, ,,Years,Polk,2025/08/22 19:21:02+00
754170.376800001,163331.3191,336,UCFP096,Female,3,"US1, 1/2 mile S of Card Sound Rd.",Vehicular trauma,2007,2007/05/09 00:00:00+00, ,,Years,Miami-Dade,2025/08/22 19:21:02+00
629763.050000001,274020.5402,337,UCFP097,Female,4.5,"Corkscrew Road, near Alico",Vehicular trauma,2007,2007/05/14 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
665044.041700002,222758.1372,338,UCFP098,Male,22,"SR 29, at Jerome wildlife crossing",Vehicular trauma,2007,2007/06/11 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
629762.331,287315.855,339,UCFP099,Male,13,"SR 82, 0.7 miles W of Sunshine Blvd",Vehicular trauma,2007,2007/06/14 00:00:00+00, ,,Months,Lee,2025/08/22 19:21:02+00
662329.179200001,266873.7648,340,UCFP100,Male,2.5,"SR 29, 3 miles S of Immokalee",Vehicular trauma,2007,2007/06/23 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
754384.078200001,200434.1736,341,UCFP101,Male,4,"US 41, 1 mile E of Krome Ave",Vehicular trauma,2007,2007/06/27 00:00:00+00, ,,Years,Miami-Dade,2025/08/22 19:21:02+00
667845.573399998,241833.6544,342,UCFP102,Male,22,"I-75, 1.5 miles E of SR 29",Vehicular trauma,2007,2007/09/12 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
629086.3629,247426.6505,343,UCFP103,Male,2.5,"Pine Ridge Road, half way between CR951, Logan",Vehicular trauma,2008,2008/03/09 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
664247.624200001,216561.7308,344,UCFP104,Female,16,"SR 29, 2.6 km N of US 41",Vehicular trauma,2008,2008/04/12 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
657321.618900001,227637.2447,345,UCFP105,Female,5.5,"FSSP, 0.24 miles W of Janes Scenic, N side of Mud Tram",Unknown,2008,2008/04/23 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
625757.468499999,290091.4402,346,UCFP106,Male,2,"Leonard Boulevard, Lehigh Acres",Vehicular trauma,2008,2008/05/04 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
629759.253600001,228476.6036,347,UCFP107,Female,2.5,"CR 951, 2.4 km S of US 41 on CR951, crossed E to W",Vehicular trauma,2008,2008/05/22 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
649864.245299999,264985.2623,348,UCFP108,Female,3.5,"CR 846, 1.7 mile E of Oil Grade Rd",Vehicular trauma,2008,2008/07/28 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
642602.7509,266639.3559,349,UCFP109,Male,8,2 miles E of Corkscrew Sanctuary,Unknown,2008,2008/09/15 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
743039.377799999,159260.9309,350,UCFP110,Female,2.5, ,Vehicular trauma,2008,2008/09/29 00:00:00+00, ,,Months,Miami-Dade,2025/08/22 19:21:02+00
664754.4509,260679.9401,351,UCFP111,Female,7,"SR 29, 2.4km N of Oil Well Road",Vehicular trauma,2008,2008/10/24 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
685836.636100002,308640.4505,352,UCFP112,Male,2.5,"SR 80, E of CR 833",Vehicular trauma,2008,2008/11/04 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
626374.889699999,278597.4094,353,UCFP113,Male,4.5,Alico Road,Vehicular trauma,2008,2008/11/26 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
659101.423900001,257224.9292,354,UCFP114,Female,4,"CR 858, 1 miles E of Camp Keais Rd",Vehicular trauma,2008,2008/11/29 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
674764.4432,292021.582,355,UCFP115,Male,4,"CR 832, E of OSSF",Vehicular trauma,2009,2009/01/11 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
660939.125599999,268098.2544,356,UCFP116,Female,4.5,"SR 29, 3 miles S of Immokalee",Vehicular trauma,2009,2009/01/20 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
693041.113499999,261456.515,357,UCFP117,Male,3.5,BCSIR,Intraspecific aggression,2009,2009/02/02 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
620293.810699999,282196.1122,358,UCFP118,Male,1.5,Treeline Ave,Vehicular trauma,2009,2009/03/25 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
673697.684300002,212401.3717,359,UCFP119,Female,2.5,"US 41, Turner River",Vehicular trauma,2009,2009/04/09 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
679978.732099999,256138.8377,360,UCFP120,Female,2,Big Cypress Mitigation Bank,Illegal kill,2009,2009/04/21 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
664066.652100001,234306.5125,361,UCFP121,Male,2,"SR 29, ~4 miles S of I-75",Vehicular trauma,2009,2009/05/14 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
657062.132800002,265390.9016,362,UCFP122,Male,1.5,"CR 846, near Camp Kaeis Rd",Vehicular trauma,2009,2009/05/25 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
850348.802000001,1009166.3708,363,UCFP123,Male,3.5,"Troup Co., GA - approximate location",Illegal kill,2008,2008/11/17 00:00:00+00, ,,Years,Troup,2025/08/22 19:21:02+00
649569.886999998,241249.5214,364,UCFP124,Male,1.5,"I-75, 90mm",Vehicular trauma,2009,2009/08/05 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
638479.490200002,241135.4239,365,UCFP125,Female,2,"I-75, 96.5mm",Vehicular trauma,2009,2009/09/06 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
661243.0568,261933.2434,366,UCFP126,Male,2,"E of Ave Maria, Ranch 1 Orange Gr.",Unknown,2009,2009/09/15 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
672733.1763,212086.364,367,UCFP127,Female,3.5,"Turner River, 600m S of US 41",Unknown,2009,2009/10/09 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
642412.297600001,245157.5488,368,UCFP128,Female,3,North Belle Meade,Illegal kill,2009,2009/10/10 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
661348.173799999,271049.5342,369,UCFP129,Male,3.5,"CR 846, 2 miles E of Immokalee",Vehicular trauma,2009,2009/10/19 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
661373.958700001,271057.1762,370,UCFP130,Female,3.5,"CR 846, 2 miles E of Immokalee",Vehicular trauma,2009,2009/10/21 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
698119.409499999,263636.1616,371,UCFP131,Female,3.5,"CR 833, N boundary of BCSIR",Vehicular trauma,2009,2009/11/01 00:00:00+00, ,,Months,Hendry,2025/08/22 19:21:02+00
708136.217700001,410144.38,372,UCFP132,Male,3.5,"FL Turnpike, S of Yeehaw Junction",Unknown,2009,2009/11/19 00:00:00+00, ,,Years,Indian River,2025/08/22 19:21:02+00
712383.169399999,244891.5405,373,UCFP133,Male,3.5,"I-75, 1/2 miles W Snake Road",Vehicular trauma,2009,2009/12/17 00:00:00+00, ,,Years,Broward,2025/08/22 19:21:02+00
642584.5491,275219.2914,374,UCFP134,Male,3,"Corkscrew Road, near CREW Gate 5",Vehicular trauma,2009,2009/12/23 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
665260.454100002,226907.974,375,UCFP135,Female,4,"SR 29, 2 miles N of Jerome",Vehicular trauma,2009,2009/12/29 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
626581.5832,238632.8457,376,UCFP136,Female,3.5,"County Barn Rd, 0.3 miles S of Davis Blvd",Vehicular trauma,2009,2009/12/31 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
627701.851599999,272598.4291,377,UCFP137,Male,2.5,"I mile S Corkscrew Rd, near Bella Terra",Intraspecific aggression,2010,2010/01/19 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
629348.979800001,226091.3208,378,UCFP138,Male,7,"N of Shell Island Rd, Rookery Bay",Unknown,2010,2010/01/29 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
645342.4976,278848.9112,379,UCFP139,Female,3,"Corkscrew Rd, CREW Marsh Trailhead 1",Vehicular trauma,2010,2010/03/13 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
623938.536600001,261879.708,380,UCFP140,Male,1.5,"I-75, mm 117",Vehicular trauma,2010,2010/04/15 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
645538.942899998,286016.8349,381,UCFP141,Female,5,"Church Road, near Hendry Co landfill",Vehicular trauma,2010,2010/04/29 00:00:00+00, ,,Months,Hendry,2025/08/22 19:21:02+00
637484.0035,249543.498,382,UCFP142,Female,8,"Golden Gate Blvd., between 5th and 7th St NW",Vehicular trauma,2010,2010/05/04 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
631675.578600001,229670.3091,383,UCFP143,Male,7.8,"US 41, 2.2km E of CR951",Vehicular trauma,2010,2010/05/23 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
685509.546999998,293080.6054,384,UCFP144,Male,13,"CR 833, 0.66km N of intersect with CR 832",Vehicular trauma,2010,2010/05/31 00:00:00+00, ,,Months,Hendry,2025/08/22 19:21:02+00
662294.7929,266808.772,385,UCFP145,Male,17,"SR 29, 3.7km S of Farm Workers Village",Vehicular trauma,2010,2010/06/24 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
664697.028499998,262681.5168,386,UCFP146,Female,3.5,"SR 29, 1 miles S of Owl Hammock",Vehicular trauma,2010,2010/08/03 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
692914.337299999,209780.4765,387,UCFP147,Female,3,"US 41, 1.7 miles E of Monroe Station, canal on north side US41",Vehicular trauma,2010,2010/10/01 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
690511.397500001,308858.3769,388,UCFP148,Male,2.5,"US 27, 0.5 miles E of SR 80",Vehicular trauma,2010,2010/12/12 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
637563.183200002,249532.3754,389,UCFP149,Male,1.5,"Golden Gate Blvd., 7th ST NW",Vehicular trauma,2010,2010/12/13 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
686227.694400001,275151.8391,390,UCFP150,Male,8.5,"CR 846, 1.5 miles S of CR 833",Vehicular trauma,2010,2010/12/19 00:00:00+00, ,,Months,Hendry,2025/08/22 19:21:02+00
655957.424600001,255426.6663,391,UCFP151,Female,14, ,Intraspecific aggression,2010,2010/12/23 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
636320.600099999,241144.559,392,UCFP152,Female,3,"I-75, 98mm, eastbound",Vehicular trauma,2011,2011/01/13 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
635733.933800001,241198.5896,393,UCFP153,Male,8,"I-75, 98mm, westbound",Vehicular trauma,2011,2011/01/21 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
662411.016899999,298357.195,394,UCFP154,Male,10.5,Orange grove N of Sears Rd,Intraspecific aggression,2011,2011/01/21 00:00:00+00, ,,Months,Hendry,2025/08/22 19:21:02+00
634924.086800002,251111.7096,395,UCFP155,Female,4,Golden Gate Estates,Unknown,2011,2011/02/23 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
624823.359900001,258394.5294,396,UCFP156,Male,3.5,"I-75,  near 114mm",Vehicular trauma,2011,2011/02/26 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
696002.567200001,205879.6077,397,UCFP157,Female,3,these remains likely have been at the site for at least several months.,Unknown,2011,2011/03/15 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
684470.5079,526555.7151,398,UCFP158,Male, ,"The carcass was reportedly originally seen here, then moved to 17R 484212 3175865, where it was recovered by LE.",Other,2011,2011/03/17 00:00:00+00, ,, ,Seminole,2025/08/22 19:21:02+00
662401.085099999,266709.0902,399,UCFP159,Female,4.5,"SR 29, near Farmworkers Village",Illegal kill,2011,2011/03/25 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
713107.186299998,204074.208,400,UCFP160,Male,13,"US 41, at 50 mile bend",Vehicular trauma,2011,2011/04/30 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
657534.4498,275889.6321,401,UCFP161,Male,8,"Silver Strand Grove, N of Immokalee",Intraspecific aggression,2011,2011/07/06 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
664391.747200001,264771.3413,402,UCFP162,Male,1,"SR 29, Owl Hammock Curve",Vehicular trauma,2011,2011/07/11 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
674798.295699999,294166.9811,403,UCFP163,Male,3.5,Palmer Ranch,Unknown,2011,2011/09/03 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
664635.938299999,264091.5473,404,UCFP164,Female,3.5,"SR 29, Owl Hammock Curve",Vehicular trauma,2011,2011/09/19 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
655178.1767,280932.5245,405,UCFP165,Female,3.5,"SR 29, Collier-Hendry line",Vehicular trauma,2011,2011/10/30 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
651590.609999999,279275.7182,406,UCFP166,Male,4.5,"SR 82, 3.8km W of SR 29",Vehicular trauma,2012,2012/01/02 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
631610.888099998,229701.8295,407,UCFP167,Female,4,"US 41, 0.5km W of Manatee Rd",Vehicular trauma,2012,2012/01/07 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
671011.734900001,213614.2529,408,UCFP168,Male,5,"US 41, 0.4km E of Bass Rd",Vehicular trauma,2012,2012/02/06 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
650552.8719,286590.293,409,UCFP169,Male,63,Orange grove N of Church Rd.,Unknown,2012,2012/04/07 00:00:00+00, ,,Days,Hendry,2025/08/22 19:21:02+00
623340.4333,278483.131,410,UCFP170,Male,3.5,"Alico Rd, 0.1 km W of Airport Haul Rd",Vehicular trauma,2012,2012/04/16 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
641156.647399999,302877.4992,411,UCFP171,Male,1.5,"SR80, 23km E of I-75",Vehicular trauma,2012,2012/05/23 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
649320.2656,264969.107,412,UCFP173,Female,7,"CR 846, 2.4 km E of Oil Well Grade Rd",Vehicular trauma,2012,2012/06/19 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
675232.285500001,294186.5388,413,UCFP174,Male,10,"Private property, 2.1 km N of CR 832, E of OSSF",Intraspecific aggression,2012,2012/08/28 00:00:00+00, ,,Months,Hendry,2025/08/22 19:21:02+00
664286.645399999,217221.1733,414,UCFP175,Male,13,"SR 29, 2.7km N of US 41",Vehicular trauma,2012,2012/10/08 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
639641.737799998,261189.6353,415,UCFP176,Female,3,"Immokalee Rd, 2 miles N of fairgrounds",Vehicular trauma,2012,2012/10/09 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
643449.767299999,253382.2889,416,UCFP177,Female,4,"18th Ave NE, Golden Gate Estates",Vehicular trauma,2012,2012/11/04 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
665053.135499999,238832.0553,417,UCFP178,Female,1,"SR 29, 1.5 miles S of I-75",Vehicular trauma,2012,2012/11/14 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
664517.0726,264586.9094,418,UCFP179,Male,3,"SR 29, Owl Hammock Curve",Vehicular trauma,2012,2012/11/19 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
631790.489100002,229585.8722,419,UCFP180,Male,4.5,"US 41, 0.5 miles W of Manatee Road",Vehicular trauma,2012,2012/11/19 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
639604.222800002,262290.4304,420,UCFP181,Female,2.5,"Immokalee Rd, 3.6 miles N of Oil Well Rd",Vehicular trauma,2012,2012/11/26 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
692434.306400001,497570.8422,421,UCFP182,Male,3,"SR 528, Orange County",Vehicular trauma,2012,2012/12/09 00:00:00+00, ,,Years,Orange,2025/08/22 19:21:02+00
700179.213500001,286450.2102,422,UCFP183,Unknown, ,"CR 835, 0.21km S of Dooley Grade Rd",Vehicular trauma,2012,2012/12/28 00:00:00+00, ,, ,Hendry,2025/08/22 19:21:02+00
689444.084600002,276174.4014,423,UCFP184,Female,7,"CR 833, 2 miles E CR 846",Vehicular trauma,2013,2013/01/01 00:00:00+00, ,,Months,Hendry,2025/08/22 19:21:02+00
664879.460700002,257990.3148,424,UCFP185,Male,10,"SR 29, 600 ft. S Oil Well Rd",Vehicular trauma,2013,2013/01/03 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
668670.1259,269504.5822,425,UCFP186,Male,3,"Sadie Cypress, 2 miles S 846",Intraspecific aggression,2013,2013/01/26 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
700208.7949,285850.3782,426,UCFP187,Female,4,CR835,Vehicular trauma,2013,2013/01/31 00:00:00+00, ,,Months,Hendry,2025/08/22 19:21:02+00
665999.647700001,292869.7049,427,UCFP188,Male,2.5,"OSSF, S of Dove Field Rd",Intraspecific aggression,2013,2013/02/01 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
645015.581300002,246355.0571,428,UCFP189,Female,5.5,"Everglades Blvd S, Golden Gate Estates",Vehicular trauma,2013,2013/02/20 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
